"","V1","V1","sample_code","Code","D1(cm)","D2(cm)","D3(cm)","D4(cm)","Length(cm)","FW(g)","DW(g)","Bark(%)","Watercontent(g)","Waterpercentage","Notes","DiamClass","Plot...16","SubPlot","Class","Species","Areacm2","Volcm3","X","ID","slope","rsq","Month","Day","Hour","Min","Sample_code1","Sample_code2","ATMP","Date","Time","DateTime","Loc...36","ReadIndex","TimeZone","T1","T2","T3","Soil_moist","Shake","Err_flag","Code_sens","Sensornumber","Serial","Plot...48","Subplot2","Loc...50","T3K","chambervolume","respiration","RespCorrectedArea","RespCorrectedVolume"
"171",173,17,49,"01-P1S2C1AA-S",0.9,0.8,1.3,1.4,42.8,6.935,5.305,100,1.63,24.00039725,NA,1,1,2,1,"AA",260.0722432,66.09393889,17,"13_49+50_4_27",0.101184986,0.966393928,4,27,9,11,49,50,0.88317681,2022-04-27,"9:11:00",2020-04-27 22:09:11,"1_2",55693,4,6,8.375,11,2566,202,0,94206486,11,"TMS-94206486",1,2,"1_2",285.15,1.306706,0.004738144,1.82e-05,7.17e-05
"172",174,18,57,"01-P1S2C4AA-S",0.8,0.9,1.3,1.4,38.5,6.345,5.62,100,0.725,11.42718481,NA,1,1,2,4,"AA",261.3187861,67.53043213,18,"14_57+58_4_27",0.114499319,0.961992302,4,27,9,13,57,58,0.88317681,2022-04-27,"9:13:00",2020-04-27 22:09:13,"1_2",55693,4,6,8.375,11,2566,202,0,94206486,11,"TMS-94206486",1,2,"1_2",285.15,1.306706,0.005355401,2.05e-05,7.93e-05
"173",175,19,61,"01-P1S2C1FS-S",1,1,1.4,1.4,45.3,11.41,8.76,96,2.65,22.28608003,NA,1,1,2,1,"FS",319.6945948,96.84122979,19,"15_61+65_4_27",0.103341231,0.885909601,4,27,9,15,61,65,0.8832755,2022-04-27,"9:15:00",2020-04-27 22:09:15,"1_2",55689,4,5.875,9.25,14.125,2567,202,0,94206486,11,"TMS-94206486",1,2,"1_2",288.275,1.306706,0.004668546,1.46e-05,4.82e-05
"174",176,20,69,"01-P1S2C4FS-S",1,0.8,1.1,1.2,44.4,6.595,5.89,65.5,0.705,10.6925582,NA,1,1,2,4,"FS",322.2396192,88.95439234,20,"16_69+70_4_27",0,0.051077597,4,27,9,18,69,70,0.88317681,2022-04-27,"9:18:00",2020-04-27 22:09:18,"1_2",55685,4,5.875,8.375,12,2566,202,0,94206486,11,"TMS-94206486",1,2,"1_2",286.15,1.306706,0,0,0
"175",177,21,69,"01-P1S2C4FS-S",1,0.8,1.1,1.2,44.4,6.595,5.89,65.5,0.705,10.6925582,NA,1,1,2,4,"FS",322.2396192,88.95439234,21,"0_69+70_4_27",0.057491289,0.653661465,4,27,9,17,69,70,0.88317681,2022-04-27,"9:17:00",2020-04-27 22:09:17,"1_2",55685,4,5.875,8.375,12,2566,202,0,94206486,11,"TMS-94206486",1,2,"1_2",286.15,1.306706,0.002633277,8.17e-06,2.96e-05
"176",178,22,62,"01-P1S2C1FS-F",1,1.1,0.9,0.8,38.8,9.365,6.51,100,2.855,30.41251133,NA,1,1,2,1,"FS",271.5355001,72.60901301,22,"17_62+63_4_27",0.151627836,0.986871963,4,27,9,20,62,63,0.8832755,2022-04-27,"9:20:00",2020-04-27 22:09:20,"1_2",55685,4,5.875,8.375,12,2566,202,0,94206486,11,"TMS-94206486",1,2,"1_2",286.15,1.306706,0.007039026,2.59e-05,9.69e-05
"177",179,23,53,"01-P1S2C2AA-S",0.9,0.9,1.4,1.3,38.9,7.72,6.73,99,0.99,12.87439307,NA,1,1,2,2,"AA",290.0234199,77.67568201,23,"18_53+54_4_27",0.071296626,0.921858404,4,27,9,22,53,54,0.8832755,2022-04-27,"9:22:00",2020-04-27 22:09:22,"1_2",55685,4,5.875,8.375,12,2566,202,0,94206486,11,"TMS-94206486",1,2,"1_2",286.15,1.306706,0.003296218,1.14e-05,4.24e-05
"178",180,24,47,"10-P1S2C2FS",10,10.1,9.2,9.6,39.5,266.2,187.26,94,78.94,29.65439519,NA,10,1,2,2,"FS",1355.569356,2935.133402,24,"19_47_4_27",1.165274166,0.997821602,4,27,9,24,47,0,0.88317681,2022-04-27,"9:24:00",2020-04-27 22:09:24,"1_2",55694,4,6,8,9.6875,2566,202,0,94206486,11,"TMS-94206486",1,2,"1_2",283.8375,11.661397,0.385581564,0.000284443,0.000131368
"179",181,25,45,"10-P1S2C4AA",9.5,9,9.2,8.9,39.8,216.8,154.65,92,62.15,28.66697417,NA,10,1,2,4,"AA",1275.604111,2617.173006,25,"20_45_4_27",0.340637046,0.99264611,4,27,9,26,45,0,0.88317681,2022-04-27,"9:26:00",2020-04-27 22:09:26,"1_2",55694,4,6,8,9.6875,2566,202,0,94206486,11,"TMS-94206486",1,2,"1_2",283.8375,11.661397,0.11682156,9.16e-05,4.46e-05
"180",182,26,43,"10-P1S2C1AA",9.4,9.4,9.4,9.6,40,191.9,150.05,100,41.85,21.80823345,NA,10,1,2,1,"AA",1327.802917,2805.546959,26,"21_43_4_27",0.393712006,0.987528227,4,27,9,29,43,0,0.8832755,2022-04-27,"9:29:00",2020-04-27 22:09:29,"1_2",55690,4,5.9375,8.8125,12.625,2567,202,0,94206486,11,"TMS-94206486",1,2,"1_2",286.775,11.661397,0.130871699,9.86e-05,4.66e-05
"181",183,27,48,"10-P1S2C4FS",10.5,10.7,12.6,10.8,40,377.1,131.32,78,245.78,65.1763458,NA,10,1,2,4,"FS",1597.043262,3908.874299,27,"22_48_4_27",0.216160389,0.898929812,4,27,9,31,48,0,0.8832755,2022-04-27,"9:31:00",2020-04-27 22:09:31,"1_2",55690,4,5.9375,8.8125,12.625,2567,202,0,94206486,11,"TMS-94206486",1,2,"1_2",286.775,11.661397,0.062900773,3.94e-05,1.61e-05
"182",184,28,48,"10-P1S2C4FS",10.5,10.7,12.6,10.8,40,377.1,131.32,78,245.78,65.1763458,NA,10,1,2,4,"FS",1597.043262,3908.874299,28,"0_48_4_27",0,0.924409976,4,27,9,30,48,0,0.8832755,2022-04-27,"9:30:00",2020-04-27 22:09:30,"1_2",55690,4,5.9375,8.8125,12.625,2567,202,0,94206486,11,"TMS-94206486",1,2,"1_2",286.775,11.661397,0,0,0
"183",185,29,46,"10-P1S2C1FS",10,9.5,9.3,8.9,39.9,359.5,218.97,100,140.53,39.09040334,NA,10,1,2,1,"FS",1321.159405,2784.822985,29,"23_46_4_27",0.642420093,0.998406744,4,27,9,33,46,0,0.88337419,2022-04-27,"9:33:00",2020-04-27 22:09:33,"1_2",55686,4,5.875,8.25,11.75,2566,202,0,94206486,11,"TMS-94206486",1,2,"1_2",285.9,11.661397,0.214722213,0.000162526,7.71e-05
"184",186,30,44,"10-P1S2C2AA",11.8,12.3,10.8,10.9,40,373.9,265.26,94,108.64,29.0558973,NA,10,1,2,2,"AA",1645.512109,4122.47642,30,"24_44_4_27",0.356682868,0.983231973,4,27,9,36,44,0,0.88337419,2022-04-27,"9:36:00",2020-04-27 22:09:36,"1_2",55686,4,5.875,8.25,11.75,2566,202,0,94206486,11,"TMS-94206486",1,2,"1_2",285.9,11.661397,0.101252067,6.15e-05,2.46e-05
"185",187,79,48,"10-P1S2C4FS",10.5,10.7,12.6,10.8,40,377.1,131.32,78,245.78,65.1763458,NA,10,1,2,4,"FS",1597.043262,3908.874299,79,"72_48_4_27",0.472524374,0.986609191,4,27,11,56,48,0,0.88406502,2022-04-27,"11:56:00",2020-04-27 22:11:56,"1_2",55695,4,6,7.9375,9.625,2566,202,0,94206486,11,"TMS-94206486",1,2,"1_2",283.775,11.661397,0.139078266,8.71e-05,3.56e-05
"186",188,80,46,"10-P1S2C1FS",10,9.5,9.3,8.9,39.9,359.5,218.97,100,140.53,39.09040334,NA,10,1,2,1,"FS",1321.159405,2784.822985,80,"73_46_4_27",1.815779524,0.958012411,4,27,11,58,46,0,0.88396633,2022-04-27,"11:58:00",2020-04-27 22:11:58,"1_2",55695,4,6,7.9375,9.625,2566,202,0,94206486,11,"TMS-94206486",1,2,"1_2",283.775,11.661397,0.611859932,0.000463123,0.000219712
"187",189,81,44,"10-P1S2C2AA",11.8,12.3,10.8,10.9,40,373.9,265.26,94,108.64,29.0558973,NA,10,1,2,2,"AA",1645.512109,4122.47642,81,"74_44_4_27",0.511008637,0.989637694,4,27,12,0,44,0,0.88396633,2022-04-27,"12:00:00",2020-04-27 22:12:00,"1_2",55700,4,6.0625,7.625,9.3125,2542,202,0,94206486,11,"TMS-94206486",1,2,"1_2",283.4625,11.661397,0.146406193,8.9e-05,3.55e-05
"188",190,82,47,"10-P1S2C2FS",10,10.1,9.2,9.6,39.5,266.2,187.26,94,78.94,29.65439519,NA,10,1,2,2,"FS",1355.569356,2935.133402,82,"75_47_4_27",1.941212907,0.977079934,4,27,12,2,47,0,0.88406502,2022-04-27,"12:02:00",2020-04-27 22:12:02,"1_2",55696,4,6,7.9375,9.8125,2566,202,0,94206486,11,"TMS-94206486",1,2,"1_2",283.9625,11.661397,0.64269755,0.000474116,0.000218967
"189",191,83,45,"10-P1S2C4AA",9.5,9,9.2,8.9,39.8,216.8,154.65,92,62.15,28.66697417,NA,10,1,2,4,"AA",1275.604111,2617.173006,83,"76_45_4_27",0.321038289,0.927988185,4,27,12,3,45,0,0.88396633,2022-04-27,"12:03:00",2020-04-27 22:12:03,"1_2",55696,4,6,7.9375,9.8125,2566,202,0,94206486,11,"TMS-94206486",1,2,"1_2",283.9625,11.661397,0.110150077,8.64e-05,4.21e-05
"190",192,84,43,"10-P1S2C1AA",9.4,9.4,9.4,9.6,40,191.9,150.05,100,41.85,21.80823345,NA,10,1,2,1,"AA",1327.802917,2805.546959,84,"77_43_4_27",0.458178557,0.995781186,4,27,12,5,43,0,0.88396633,2022-04-27,"12:05:00",2020-04-27 22:12:05,"1_2",55696,4,6,7.9375,9.8125,2566,202,0,94206486,11,"TMS-94206486",1,2,"1_2",283.9625,11.661397,0.153929435,0.000115928,5.49e-05
"191",193,85,65,"01-P1S2C2FS-S",1.3,1.4,1.2,1.1,36.7,11.41,8.76,96,2.65,22.28608003,NA,1,1,2,2,"FS",319.6945948,96.84122979,85,"78_65+61_4_27",0.255842667,0.992837985,4,27,12,7,65,61,0.88396633,2022-04-27,"12:07:00",2020-04-27 22:12:07,"1_2",55696,4,6,7.9375,9.8125,2566,202,0,94206486,11,"TMS-94206486",1,2,"1_2",283.9625,1.306706,0.011742659,3.67e-05,0.000121257
"192",194,86,57,"01-P1S2C4AA-S",0.8,0.9,1.3,1.4,38.5,6.345,5.62,100,0.725,11.42718481,NA,1,1,2,4,"AA",261.3187861,67.53043213,86,"79_57+58_4_27",0.185087331,0.985052003,4,27,12,10,57,58,0.88396633,2022-04-27,"12:10:00",2020-04-27 22:12:10,"1_2",55696,4,6,7.9375,9.8125,2566,202,0,94206486,11,"TMS-94206486",1,2,"1_2",283.9625,1.306706,0.00870094,3.33e-05,0.000128845
"193",195,87,49,"01-P1S2C1AA-S",0.9,0.8,1.3,1.4,42.8,6.935,5.305,100,1.63,24.00039725,NA,1,1,2,1,"AA",260.0722432,66.09393889,87,"80_49+50_4_27",0.10246485,0.963392634,4,27,12,12,49,50,0.88396633,2022-04-27,"12:12:00",2020-04-27 22:12:12,"1_2",55696,4,6,7.9375,9.8125,2566,202,0,94206486,11,"TMS-94206486",1,2,"1_2",283.9625,1.306706,0.004822448,1.85e-05,7.3e-05
"194",196,88,69,"01-P1S2C4FS-S",1,0.8,1.1,1.2,44.4,6.595,5.89,65.5,0.705,10.6925582,NA,1,1,2,4,"FS",322.2396192,88.95439234,88,"81_69+70_4_27",0,0.020141457,4,27,12,13,69,70,0.88386764,2022-04-27,"12:13:00",2020-04-27 22:12:13,"1_2",55696,4,6,7.9375,9.8125,2566,202,0,94206486,11,"TMS-94206486",1,2,"1_2",283.9625,1.306706,0,0,0
"195",197,89,62,"01-P1S2C1FS-F",1,1.1,0.9,0.8,38.8,9.365,6.51,100,2.855,30.41251133,NA,1,1,2,1,"FS",271.5355001,72.60901301,89,"82_62+63_4_27",0.100223826,0.91322818,4,27,12,15,62,63,0.88386764,2022-04-27,"12:15:00",2020-04-27 22:12:15,"1_2",55701,4,6.125,7.75,10,2541,202,0,94206486,11,"TMS-94206486",1,2,"1_2",284.15,1.306706,0.004688585,1.73e-05,6.46e-05
"196",198,90,53,"01-P1S2C2AA-S",0.9,0.9,1.4,1.3,38.9,7.72,6.73,99,0.99,12.87439307,NA,1,1,2,2,"AA",290.0234199,77.67568201,90,"83_53+54_4_27",0.061632818,0.922068513,4,27,12,17,53,54,0.88386764,2022-04-27,"12:17:00",2020-04-27 22:12:17,"1_2",55697,4,6,7.75,9.125,2566,202,0,94206486,11,"TMS-94206486",1,2,"1_2",283.275,1.306706,0.002880286,9.93e-06,3.71e-05
"197",199,142,61,"01-P1S2C1FS-S",1,1,1.4,1.4,45.3,11.41,8.76,96,2.65,22.28608003,NA,1,1,2,1,"FS",319.6945948,96.84122979,142,"132_61+65_4_27",0.26374029,0.99498716,4,27,15,23,61,65,0.88406502,2022-04-27,"15:23:00",2020-04-27 22:15:23,"1_2",55702,4,6.0625,7.9375,10.625,2541,202,0,94206486,11,"TMS-94206486",1,2,"1_2",284.775,1.306706,0.012071954,3.78e-05,0.000124657
"198",200,143,57,"01-P1S2C4AA-S",0.8,0.9,1.3,1.4,38.5,6.345,5.62,100,0.725,11.42718481,NA,1,1,2,4,"AA",261.3187861,67.53043213,143,"133_57+58_4_27",0.175063291,0.987111229,4,27,15,25,57,58,0.88406502,2022-04-27,"15:25:00",2020-04-27 22:15:25,"1_2",55702,4,6.0625,7.9375,10.625,2541,202,0,94206486,11,"TMS-94206486",1,2,"1_2",284.775,1.306706,0.008207147,3.14e-05,0.000121533
"199",201,144,49,"01-P1S2C1AA-S",0.9,0.8,1.3,1.4,42.8,6.935,5.305,100,1.63,24.00039725,NA,1,1,2,1,"AA",260.0722432,66.09393889,144,"134_49+50_4_27",0.066725737,0.873232435,4,27,15,27,49,50,0.88396633,2022-04-27,"15:27:00",2020-04-27 22:15:27,"1_2",55702,4,6.0625,7.9375,10.625,2541,202,0,94206486,11,"TMS-94206486",1,2,"1_2",284.775,1.306706,0.003131448,1.2e-05,4.74e-05
"200",202,145,69,"01-P1S2C4FS-S",1,0.8,1.1,1.2,44.4,6.595,5.89,65.5,0.705,10.6925582,NA,1,1,2,4,"FS",322.2396192,88.95439234,145,"135_69+70_4_27",0,1,4,27,15,30,69,70,0.88396633,2022-04-27,"15:30:00",2020-04-27 22:15:30,"1_2",55702,4,6.0625,7.9375,10.625,2541,202,0,94206486,11,"TMS-94206486",1,2,"1_2",284.775,1.306706,0,0,0
"201",203,146,62,"01-P1S2C1FS-F",1,1.1,0.9,0.8,38.8,9.365,6.51,100,2.855,30.41251133,NA,1,1,2,1,"FS",271.5355001,72.60901301,146,"136_62+63_4_27",0.2126703,0.980878528,4,27,15,31,62,63,0.88396633,2022-04-27,"15:31:00",2020-04-27 22:15:31,"1_2",55702,4,6.0625,7.9375,10.625,2541,202,0,94206486,11,"TMS-94206486",1,2,"1_2",284.775,1.306706,0.009928232,3.66e-05,0.000136736
"202",204,147,53,"01-P1S2C2AA-S",0.9,0.9,1.4,1.3,38.9,7.72,6.73,99,0.99,12.87439307,NA,1,1,2,2,"AA",290.0234199,77.67568201,147,"137_53+54_4_27",0.047440552,0.868278449,4,27,15,33,53,54,0.88396633,2022-04-27,"15:33:00",2020-04-27 22:15:33,"1_2",55702,4,6.0625,7.9375,10.625,2541,202,0,94206486,11,"TMS-94206486",1,2,"1_2",284.775,1.306706,0.002205607,7.6e-06,2.84e-05
"203",205,148,48,"10-P1S2C4FS",10.5,10.7,12.6,10.8,40,377.1,131.32,78,245.78,65.1763458,NA,10,1,2,4,"FS",1597.043262,3908.874299,148,"138_48_4_27",0.469628747,0.996408838,4,27,15,36,48,0,0.88396633,2022-04-27,"15:36:00",2020-04-27 22:15:36,"1_2",55702,4,6.0625,7.9375,10.625,2541,202,0,94206486,11,"TMS-94206486",1,2,"1_2",284.775,11.661397,0.137725232,8.62e-05,3.52e-05
"204",206,149,46,"10-P1S2C1FS",10,9.5,9.3,8.9,39.9,359.5,218.97,100,140.53,39.09040334,NA,10,1,2,1,"FS",1321.159405,2784.822985,149,"139_46_4_27",0.730371547,0.993600971,4,27,15,37,46,0,0.88406502,2022-04-27,"15:37:00",2020-04-27 22:15:37,"1_2",55702,4,6.0625,7.9375,10.625,2541,202,0,94206486,11,"TMS-94206486",1,2,"1_2",284.775,11.661397,0.245275123,0.000185651,8.81e-05
"205",207,150,44,"10-P1S2C2AA",11.8,12.3,10.8,10.9,40,373.9,265.26,94,108.64,29.0558973,NA,10,1,2,2,"AA",1645.512109,4122.47642,150,"140_44_4_27",0.298027444,0.991966829,4,27,15,39,44,0,0.88406502,2022-04-27,"15:39:00",2020-04-27 22:15:39,"1_2",55702,4,6.0625,7.9375,10.625,2541,202,0,94206486,11,"TMS-94206486",1,2,"1_2",284.775,11.661397,0.085002109,5.17e-05,2.06e-05
"206",208,151,47,"10-P1S2C2FS",10,10.1,9.2,9.6,39.5,266.2,187.26,94,78.94,29.65439519,NA,10,1,2,2,"FS",1355.569356,2935.133402,151,"141_47_4_27",0.971165307,0.995710817,4,27,15,41,47,0,0.88396633,2022-04-27,"15:41:00",2020-04-27 22:15:41,"1_2",55702,4,6.0625,7.9375,10.625,2541,202,0,94206486,11,"TMS-94206486",1,2,"1_2",284.775,11.661397,0.320580632,0.000236492,0.000109222
"207",209,152,45,"10-P1S2C4AA",9.5,9,9.2,8.9,39.8,216.8,154.65,92,62.15,28.66697417,NA,10,1,2,4,"AA",1275.604111,2617.173006,152,"142_45_4_27",0.363353019,0.998536309,4,27,15,43,45,0,0.88406502,2022-04-27,"15:43:00",2020-04-27 22:15:43,"1_2",55702,4,6.0625,7.9375,10.625,2541,202,0,94206486,11,"TMS-94206486",1,2,"1_2",284.775,11.661397,0.124326687,9.75e-05,4.75e-05
"208",210,153,43,"10-P1S2C1AA",9.4,9.4,9.4,9.6,40,191.9,150.05,100,41.85,21.80823345,NA,10,1,2,1,"AA",1327.802917,2805.546959,153,"143_43_4_27",0.497803134,0.998304294,4,27,15,49,43,0,0.88396633,2022-04-27,"15:49:00",2020-04-27 22:15:49,"1_2",55702,4,6.0625,7.9375,10.625,2541,202,0,94206486,11,"TMS-94206486",1,2,"1_2",284.775,11.661397,0.166764526,0.000125594,5.94e-05
"209",211,24,73,"25-P1S3C1AA",20.9,20.3,20.3,18.6,100.5,1419.3,1025.24,100,394.06,27.7643909,NA,25,1,3,1,"AA",6953.007619,31660.68704,24,"43_73_4_27",0.843956044,0.982908945,4,27,12,18,73,0,0.88821,2022-04-27,"12:18:00",2020-04-27 22:12:18,"1_3",55697,4,6.125,8.1875,9,2236,202,0,94206491,1,"TMS-94206491",1,3,"1_3",283.15,1.5637,0.0504492,0.000642339,0.000141064
"210",212,25,74,"25-P1S3C2AA",22.4,22.4,24.8,23.3,99.4,1323.5,795.13,96,528.37,39.92217605,NA,25,1,3,2,"AA",8101.178286,42127.95127,25,"44_74_4_27",0.210989011,0.864540338,4,27,12,20,74,0,0.8872231,2022-04-27,"12:20:00",2020-04-27 22:12:20,"1_3",55697,4,6.125,8.1875,9,2236,202,0,94206491,1,"TMS-94206491",1,3,"1_3",283.15,1.5637,0.012598286,0.000160406,3.08e-05
"211",213,26,75,"25-P1S3C4AA",22.2,18.9,21.4,18.5,100.5,823.3,443.65,82,379.65,46.11320296,NA,25,1,3,4,"AA",7037.828275,32369.63258,26,"45_75_4_27",0.714285714,0.990249848,4,27,12,23,75,0,0.8872231,2022-04-27,"12:23:00",2020-04-27 22:12:23,"1_3",55697,4,6.125,8.1875,9,2236,202,0,94206491,1,"TMS-94206491",1,3,"1_3",283.15,1.5637,0.042650449,0.000543042,0.000118069
"212",214,27,76,"25-P1S3C1FS",23.4,24.1,24.6,23.4,100.6,1710.1,1010.26,100,699.84,40.92392258,NA,25,1,3,1,"FS",8440.964594,45037.94755,27,"46_76_4_27",0.345054945,0.95520248,4,27,12,25,76,0,0.8872231,2022-04-27,"12:25:00",2020-04-27 22:12:25,"1_3",55697,4,6.125,8.1875,9,2236,202,0,94206491,1,"TMS-94206491",1,3,"1_3",283.15,1.5637,0.020603448,0.000262331,4.92e-05
"213",215,28,77,"25-P1S3C2FS",24.1,22.9,26.4,20.8,100.3,1864.3,1216.11,90,648.19,34.76854583,NA,25,1,3,2,"FS",8291.81847,43689.11927,28,"47_77_4_27",1.828571429,0.996034418,4,27,12,28,77,0,0.8872231,2022-04-27,"12:28:00",2020-04-27 22:12:28,"1_3",55697,4,6.125,8.1875,9,2236,202,0,94206491,1,"TMS-94206491",1,3,"1_3",283.15,1.5637,0.109185149,0.001390188,0.000263846
"214",216,29,78,"25-P1S3C4FS",24.3,25.6,26.8,27.1,97.2,1843.6,1165.82,80,677.78,36.76394012,NA,25,1,3,4,"FS",8983.933136,51433.46613,29,"48_78_4_27",0.907692308,0.989121169,4,27,12,30,78,0,0.8872231,2022-04-27,"12:30:00",2020-04-27 22:12:30,"1_3",55702,4,6.25,8.5,10.75,2236,202,0,94206491,1,"TMS-94206491",1,3,"1_3",284.9,1.5637,0.053865961,0.000685843,0.000119797
"215",217,54,73,"25-P1S3C1AA",20.9,20.3,20.3,18.6,100.5,1419.3,1025.24,100,394.06,27.7643909,NA,25,1,3,1,"AA",6953.007619,31660.68704,54,"73_73_4_27",0.918681319,0.9926372,4,27,15,42,73,0,0.8872231,2022-04-27,"15:42:00",2020-04-27 22:15:42,"1_3",55703,4,6.25,8.5625,10.5625,2236,202,0,94206491,1,"TMS-94206491",1,3,"1_3",284.7125,1.5637,0.054553995,0.000694603,0.000152542
"216",218,55,74,"25-P1S3C2AA",22.4,22.4,24.8,23.3,99.4,1323.5,795.13,96,528.37,39.92217605,NA,25,1,3,2,"AA",8101.178286,42127.95127,55,"74_74_4_27",0.193406593,1,4,27,15,44,74,0,0.8872231,2022-04-27,"15:44:00",2020-04-27 22:15:44,"1_3",55703,4,6.25,8.5625,10.5625,2236,202,0,94206491,1,"TMS-94206491",1,3,"1_3",284.7125,1.5637,0.011485052,0.000146232,2.81e-05
"217",219,56,75,"25-P1S3C4AA",22.2,18.9,21.4,18.5,100.5,823.3,443.65,82,379.65,46.11320296,NA,25,1,3,4,"AA",7037.828275,32369.63258,56,"75_75_4_27",0.901098901,0.994674556,4,27,15,46,75,0,0.8872231,2022-04-27,"15:46:00",2020-04-27 22:15:46,"1_3",55703,4,6.25,8.5625,10.5625,2236,202,0,94206491,1,"TMS-94206491",1,3,"1_3",284.7125,1.5637,0.053509899,0.000681309,0.000148131
"218",220,57,76,"25-P1S3C1FS",23.4,24.1,24.6,23.4,100.6,1710.1,1010.26,100,699.84,40.92392258,NA,25,1,3,1,"FS",8440.964594,45037.94755,57,"76_76_4_27",0.228571429,0.866666667,4,27,15,49,76,0,0.8872231,2022-04-27,"15:49:00",2020-04-27 22:15:49,"1_3",55703,4,6.25,8.5625,10.5625,2236,202,0,94206491,1,"TMS-94206491",1,3,"1_3",284.7125,1.5637,0.013573243,0.00017282,3.24e-05
"219",221,58,77,"25-P1S3C2FS",24.1,22.9,26.4,20.8,100.3,1864.3,1216.11,90,648.19,34.76854583,NA,25,1,3,2,"FS",8291.81847,43689.11927,58,"77_77_4_27",0.718681319,0.988024948,4,27,15,50,77,0,0.8872231,2022-04-27,"15:50:00",2020-04-27 22:15:50,"1_3",55703,4,6.25,8.5625,10.5625,2236,202,0,94206491,1,"TMS-94206491",1,3,"1_3",284.7125,1.5637,0.042677407,0.000543386,0.00010313
"220",222,59,78,"25-P1S3C4FS",24.3,25.6,26.8,27.1,97.2,1843.6,1165.82,80,677.78,36.76394012,NA,25,1,3,4,"FS",8983.933136,51433.46613,59,"78_78_4_27",0.751648352,0.990884446,4,27,15,53,78,0,0.8872231,2022-04-27,"15:53:00",2020-04-27 22:15:53,"1_3",55703,4,6.25,8.5625,10.5625,2236,202,0,94206491,1,"TMS-94206491",1,3,"1_3",284.7125,1.5637,0.044635087,0.000568312,9.93e-05
"221",223,31,84,"10-P1S3C4FS",11.3,11.2,11.2,12.4,39.7,508.7,225.49,75,283.21,55.67328484,NA,10,1,3,4,"FS",1646.207437,4142.32978,31,"25_84_4_27",0.611506218,0.998806169,4,27,9,38,84,0,0.88317681,2022-04-27,"9:38:00",2020-04-27 22:09:38,"1_3",55695,4,6.125,8.5,9.75,2236,202,0,94206491,1,"TMS-94206491",1,3,"1_3",283.9,11.661397,0.174312704,0.000105887,4.21e-05
"222",224,32,82,"10-P1S3C1FS",9.4,10,9.4,9.8,38.6,366.7,222.94,98,143.76,39.20370875,NA,10,1,3,1,"FS",1316.493237,2823.161346,32,"26_82_4_27",0.646568131,0.979392753,4,27,9,40,82,0,0.88317681,2022-04-27,"9:40:00",2020-04-27 22:09:40,"1_3",55695,4,6.125,8.5,9.75,2236,202,0,94206491,1,"TMS-94206491",1,3,"1_3",283.9,11.661397,0.216642703,0.00016456,7.67e-05
"223",225,33,80,"10-P1S3C2AA",13.5,13.4,13.2,12.8,40.2,320.6,258.35,96,62.25,19.41671865,NA,10,1,3,2,"AA",1945.050968,5522.671306,33,"27_80_4_27",0.311202553,0.993564115,4,27,9,42,80,0,0.8832755,2022-04-27,"9:42:00",2020-04-27 22:09:42,"1_3",55695,4,6.125,8.5,9.75,2236,202,0,94206491,1,"TMS-94206491",1,3,"1_3",283.9,11.661397,0.072432604,3.72e-05,1.31e-05
"224",226,34,83,"10-P1S3C2FS",10.2,10.5,10.2,10.4,40,355.8,229.7,100,126.1,35.44125913,NA,10,1,3,2,"FS",1464.934725,3349.121028,34,"28_83_4_27",1.799683375,0.999676599,4,27,9,44,83,0,0.8832755,2022-04-27,"9:44:00",2020-04-27 22:09:44,"1_3",55691,4,6,9.375,12.25,2237,202,0,94206491,1,"TMS-94206491",1,3,"1_3",286.4,11.661397,0.562239249,0.000383798,0.000167877
"225",227,35,81,"10-P1S3C4AA",9.9,9.6,9.1,9.2,39.5,285.1,124.65,88,160.45,56.27849877,NA,10,1,3,4,"AA",1313.12923,2771.382467,35,"29_81_4_27",0.283463896,0.986802198,4,27,9,46,81,0,0.8832755,2022-04-27,"9:46:00",2020-04-27 22:09:46,"1_3",55691,4,6,9.375,12.25,2237,202,0,94206491,1,"TMS-94206491",1,3,"1_3",286.4,11.661397,0.094712069,7.21e-05,3.42e-05
"226",228,36,79,"10-P1S3C1AA",12.4,13.1,13.5,11.4,40.3,459,302.82,90,156.18,34.02614379,NA,10,1,3,1,"AA",1844.663936,5025.236827,36,"30_79_4_27",0.343668732,0.972026164,4,27,9,48,79,0,0.8832755,2022-04-27,"9:48:00",2020-04-27 22:09:48,"1_3",55687,4,5.875,9.5625,14.5,2236,202,0,94206491,1,"TMS-94206491",1,3,"1_3",288.65,11.661397,0.085047868,4.61e-05,1.69e-05
"227",229,37,93,"01-P1S3C4FS-S",1.3,1.2,1.1,1,46.6,7.065,6.25,67.5,0.815,11.5356413,NA,1,1,3,4,"FS",191.8373156,54.19424697,37,"31_93+94_4_27",0,1,4,27,9,51,93,94,0.88337419,2022-04-27,"9:51:00",2020-04-27 22:09:51,"1_3",55687,4,5.875,9.5625,14.5,2236,202,0,94206491,1,"TMS-94206491",1,3,"1_3",288.65,1.306706,0,0,0
